longitude,latitude
38.99348935081192,6.153679653665314
39.00348935081192,6.153679653665314
39.013489350811916,6.153679653665314
39.023489350811914,6.153679653665314
39.03348935081191,6.153679653665314
39.04348935081191,6.153679653665314
39.05348935081191,6.153679653665314
39.063489350811906,6.153679653665314
38.973489350811924,6.163679653665314
38.98348935081192,6.163679653665314
38.99348935081192,6.163679653665314
39.00348935081192,6.163679653665314
39.013489350811916,6.163679653665314
39.023489350811914,6.163679653665314
39.03348935081191,6.163679653665314
39.04348935081191,6.163679653665314
39.05348935081191,6.163679653665314
39.063489350811906,6.163679653665314
39.073489350811904,6.163679653665314
39.0834893508119,6.163679653665314
39.0934893508119,6.163679653665314
39.1034893508119,6.163679653665314
38.963489350811926,6.173679653665314
38.973489350811924,6.173679653665314
38.98348935081192,6.173679653665314
38.99348935081192,6.173679653665314
39.00348935081192,6.173679653665314
39.013489350811916,6.173679653665314
39.023489350811914,6.173679653665314
39.03348935081191,6.173679653665314
39.04348935081191,6.173679653665314
39.05348935081191,6.173679653665314
39.063489350811906,6.173679653665314
39.073489350811904,6.173679653665314
39.0834893508119,6.173679653665314
39.0934893508119,6.173679653665314
39.1034893508119,6.173679653665314
39.113489350811896,6.173679653665314
39.123489350811894,6.173679653665314
38.963489350811926,6.183679653665314
38.973489350811924,6.183679653665314
38.98348935081192,6.183679653665314
38.99348935081192,6.183679653665314
39.00348935081192,6.183679653665314
39.013489350811916,6.183679653665314
39.023489350811914,6.183679653665314
39.03348935081191,6.183679653665314
39.04348935081191,6.183679653665314
39.05348935081191,6.183679653665314
39.063489350811906,6.183679653665314
39.073489350811904,6.183679653665314
39.0834893508119,6.183679653665314
39.0934893508119,6.183679653665314
39.1034893508119,6.183679653665314
39.113489350811896,6.183679653665314
38.95348935081193,6.193679653665313
38.963489350811926,6.193679653665313
38.973489350811924,6.193679653665313
38.98348935081192,6.193679653665313
38.99348935081192,6.193679653665313
39.00348935081192,6.193679653665313
39.013489350811916,6.193679653665313
39.023489350811914,6.193679653665313
39.03348935081191,6.193679653665313
39.04348935081191,6.193679653665313
39.05348935081191,6.193679653665313
39.063489350811906,6.193679653665313
39.073489350811904,6.193679653665313
39.0834893508119,6.193679653665313
39.0934893508119,6.193679653665313
39.1034893508119,6.193679653665313
38.94348935081193,6.203679653665313
38.95348935081193,6.203679653665313
38.963489350811926,6.203679653665313
38.973489350811924,6.203679653665313
38.98348935081192,6.203679653665313
38.99348935081192,6.203679653665313
39.00348935081192,6.203679653665313
39.013489350811916,6.203679653665313
39.023489350811914,6.203679653665313
39.03348935081191,6.203679653665313
39.04348935081191,6.203679653665313
39.05348935081191,6.203679653665313
39.063489350811906,6.203679653665313
39.073489350811904,6.203679653665313
39.0834893508119,6.203679653665313
39.0934893508119,6.203679653665313
39.1034893508119,6.203679653665313
38.94348935081193,6.213679653665313
38.95348935081193,6.213679653665313
38.963489350811926,6.213679653665313
38.973489350811924,6.213679653665313
38.98348935081192,6.213679653665313
38.99348935081192,6.213679653665313
39.00348935081192,6.213679653665313
39.013489350811916,6.213679653665313
39.023489350811914,6.213679653665313
39.03348935081191,6.213679653665313
39.04348935081191,6.213679653665313
39.05348935081191,6.213679653665313
39.063489350811906,6.213679653665313
39.073489350811904,6.213679653665313
39.0834893508119,6.213679653665313
39.0934893508119,6.213679653665313
39.1034893508119,6.213679653665313
38.93348935081193,6.223679653665313
38.94348935081193,6.223679653665313
38.95348935081193,6.223679653665313
38.963489350811926,6.223679653665313
38.973489350811924,6.223679653665313
